id,hashtagId,count,siblingTagId,createdAt,updatedAt
281,17,27,41,2017-11-13 12:37:22.961-05,2017-11-13 12:41:53.405-05
622,33,30,22,2017-11-13 12:37:24.37-05,2017-11-13 12:41:54.341-05
582,31,31,14,2017-11-13 12:37:24.194-05,2017-11-13 12:41:48.442-05
153,13,25,40,2017-11-13 12:37:22.404-05,2017-11-13 12:41:40.935-05
406,22,34,38,2017-11-13 12:37:23.493-05,2017-11-13 12:41:53.835-05
262,17,32,13,2017-11-13 12:37:22.881-05,2017-11-13 12:41:53.359-05
511,28,22,50,2017-11-13 12:37:23.912-05,2017-11-13 12:41:48.272-05
737,38,28,2,2017-11-13 12:37:24.844-05,2017-11-13 12:41:48.716-05
336,20,32,30,2017-11-13 12:37:23.181-05,2017-11-13 12:41:21.626-05
717,37,28,21,2017-11-13 12:37:24.75-05,2017-11-13 12:41:51.394-05
562,30,28,29,2017-11-13 12:37:24.114-05,2017-11-13 12:41:56.602-05
482,28,19,3,2017-11-13 12:37:23.793-05,2017-11-13 12:41:36.805-05
158,13,31,46,2017-11-13 12:37:22.421-05,2017-11-13 12:41:50.296-05
391,22,29,16,2017-11-13 12:37:23.42-05,2017-11-13 12:41:56.068-05
531,29,31,34,2017-11-13 12:37:24.003-05,2017-11-13 12:41:56.525-05
571,30,18,44,2017-11-13 12:37:24.153-05,2017-11-13 12:41:31.466-05
546,30,21,3,2017-11-13 12:37:24.059-05,2017-11-13 12:41:56.549-05
642,34,22,3,2017-11-13 12:37:24.444-05,2017-11-13 12:41:56.774-05
291,19,24,6,2017-11-13 12:37:22.999-05,2017-11-13 12:41:53.518-05
306,19,26,33,2017-11-13 12:37:23.056-05,2017-11-13 12:41:53.575-05
757,38,33,34,2017-11-13 12:37:24.92-05,2017-11-13 12:41:48.752-05
471,26,23,39,2017-11-13 12:37:23.754-05,2017-11-13 12:41:41.875-05
2401,5,25,28,2017-11-13 12:37:55.298-05,2017-11-13 12:41:35.463-05
451,26,30,6,2017-11-13 12:37:23.673-05,2017-11-13 12:41:56.263-05
347,20,27,43,2017-11-13 12:37:23.238-05,2017-11-13 12:41:25.319-05
342,20,29,35,2017-11-13 12:37:23.205-05,2017-11-13 12:41:33.558-05
692,35,31,31,2017-11-13 12:37:24.64-05,2017-11-13 12:41:48.61-05
221,15,27,47,2017-11-13 12:37:22.714-05,2017-11-13 12:41:47.874-05
497,28,19,30,2017-11-13 12:37:23.847-05,2017-11-13 12:41:48.239-05
778,39,29,17,2017-11-13 12:37:24.997-05,2017-11-13 12:41:51.553-05
168,14,29,17,2017-11-13 12:37:22.469-05,2017-11-13 12:41:50.323-05
202,15,27,20,2017-11-13 12:37:22.615-05,2017-11-13 12:41:50.399-05
371,21,24,34,2017-11-13 12:37:23.342-05,2017-11-13 12:41:41.432-05
322,20,30,2,2017-11-13 12:37:23.12-05,2017-11-13 12:41:33.507-05
611,33,28,4,2017-11-13 12:37:24.331-05,2017-11-13 12:41:51.21-05
327,20,27,15,2017-11-13 12:37:23.141-05,2017-11-13 12:41:50.748-05
311,19,25,38,2017-11-13 12:37:23.081-05,2017-11-13 12:41:53.58-05
637,33,23,44,2017-11-13 12:37:24.427-05,2017-11-13 12:41:54.36-05
439,23,25,38,2017-11-13 12:37:23.621-05,2017-11-13 12:41:51.041-05
264,17,34,16,2017-11-13 12:37:22.89-05,2017-11-13 12:41:53.364-05
784,39,21,28,2017-11-13 12:37:25.023-05,2017-11-13 12:41:37.788-05
534,29,24,37,2017-11-13 12:37:24.011-05,2017-11-13 12:41:56.533-05
759,38,27,37,2017-11-13 12:37:24.927-05,2017-11-13 12:41:51.491-05
788,39,25,34,2017-11-13 12:37:25.04-05,2017-11-13 12:41:42.753-05
189,14,32,46,2017-11-13 12:37:22.56-05,2017-11-13 12:41:50.372-05
234,16,30,20,2017-11-13 12:37:22.762-05,2017-11-13 12:41:53.291-05
294,19,34,14,2017-11-13 12:37:23.009-05,2017-11-13 12:41:50.649-05
769,39,25,2,2017-11-13 12:37:24.963-05,2017-11-13 12:41:37.713-05
249,16,32,40,2017-11-13 12:37:22.821-05,2017-11-13 12:41:56.046-05
679,35,30,15,2017-11-13 12:37:24.587-05,2017-11-13 12:41:48.586-05
414,22,25,47,2017-11-13 12:37:23.527-05,2017-11-13 12:41:53.846-05
454,26,27,14,2017-11-13 12:37:23.682-05,2017-11-13 12:41:48.139-05
519,29,33,15,2017-11-13 12:37:23.941-05,2017-11-13 12:41:56.482-05
779,39,29,20,2017-11-13 12:37:24.997-05,2017-11-13 12:41:51.561-05
304,19,26,29,2017-11-13 12:37:23.047-05,2017-11-13 12:41:50.681-05
209,15,25,30,2017-11-13 12:37:22.654-05,2017-11-13 12:41:55.97-05
509,28,29,46,2017-11-13 12:37:23.903-05,2017-11-13 12:41:36.872-05
694,35,24,37,2017-11-13 12:37:24.651-05,2017-11-13 12:41:48.617-05
714,37,21,19,2017-11-13 12:37:24.737-05,2017-11-13 12:41:51.386-05
2396,41,23,36,2017-11-13 12:37:54.192-05,2017-11-13 12:41:28.921-05
709,37,23,13,2017-11-13 12:37:24.718-05,2017-11-13 12:41:51.372-05
389,22,34,13,2017-11-13 12:37:23.411-05,2017-11-13 12:41:53.797-05
429,23,25,22,2017-11-13 12:37:23.585-05,2017-11-13 12:41:51.019-05
808,40,32,16,2017-11-13 12:37:25.124-05,2017-11-13 12:41:57.064-05
529,29,28,30,2017-11-13 12:37:23.991-05,2017-11-13 12:41:56.509-05
169,14,34,19,2017-11-13 12:37:22.477-05,2017-11-13 12:41:50.33-05
659,34,34,31,2017-11-13 12:37:24.51-05,2017-11-13 12:41:56.811-05
574,30,25,47,2017-11-13 12:37:24.163-05,2017-11-13 12:41:48.414-05
504,28,21,39,2017-11-13 12:37:23.877-05,2017-11-13 12:41:36.863-05
254,16,29,47,2017-11-13 12:37:22.839-05,2017-11-13 12:41:53.325-05
604,31,28,44,2017-11-13 12:37:24.289-05,2017-11-13 12:41:54.277-05
329,20,25,17,2017-11-13 12:37:23.152-05,2017-11-13 12:41:53.631-05
359,21,31,15,2017-11-13 12:37:23.293-05,2017-11-13 12:41:50.829-05
644,34,25,6,2017-11-13 12:37:24.454-05,2017-11-13 12:41:56.774-05
179,14,28,33,2017-11-13 12:37:22.521-05,2017-11-13 12:41:50.344-05
459,26,28,20,2017-11-13 12:37:23.707-05,2017-11-13 12:41:54.067-05
803,40,28,6,2017-11-13 12:37:25.104-05,2017-11-13 12:41:57.032-05
774,39,27,14,2017-11-13 12:37:24.982-05,2017-11-13 12:41:51.54-05
214,15,27,37,2017-11-13 12:37:22.684-05,2017-11-13 12:41:55.984-05
349,20,27,46,2017-11-13 12:37:23.245-05,2017-11-13 12:41:50.793-05
424,23,23,16,2017-11-13 12:37:23.564-05,2017-11-13 12:41:51.004-05
239,16,27,28,2017-11-13 12:37:22.781-05,2017-11-13 12:41:36.235-05
524,29,33,21,2017-11-13 12:37:23.963-05,2017-11-13 12:41:51.17-05
594,31,27,30,2017-11-13 12:37:24.244-05,2017-11-13 12:41:56.678-05
269,17,24,23,2017-11-13 12:37:22.909-05,2017-11-13 12:41:50.577-05
484,28,29,6,2017-11-13 12:37:23.802-05,2017-11-13 12:41:36.809-05
489,28,25,17,2017-11-13 12:37:23.82-05,2017-11-13 12:41:48.224-05
354,21,23,3,2017-11-13 12:37:23.267-05,2017-11-13 12:41:53.689-05
469,26,30,35,2017-11-13 12:37:23.745-05,2017-11-13 12:41:48.171-05
614,33,28,14,2017-11-13 12:37:24.34-05,2017-11-13 12:41:51.224-05
559,30,26,26,2017-11-13 12:37:24.103-05,2017-11-13 12:41:56.597-05
434,23,29,31,2017-11-13 12:37:23.603-05,2017-11-13 12:41:41.642-05
719,37,23,26,2017-11-13 12:37:24.761-05,2017-11-13 12:41:56.95-05
739,38,28,4,2017-11-13 12:37:24.85-05,2017-11-13 12:41:51.436-05
319,19,27,49,2017-11-13 12:37:23.111-05,2017-11-13 12:41:53.596-05
244,16,31,34,2017-11-13 12:37:22.799-05,2017-11-13 12:41:56.033-05
274,17,33,31,2017-11-13 12:37:22.93-05,2017-11-13 12:41:53.395-05
369,21,31,30,2017-11-13 12:37:23.331-05,2017-11-13 12:41:41.411-05
394,22,26,19,2017-11-13 12:37:23.443-05,2017-11-13 12:41:53.806-05
624,33,22,28,2017-11-13 12:37:24.379-05,2017-11-13 12:41:28.49-05
404,22,26,34,2017-11-13 12:37:23.484-05,2017-11-13 12:41:56.109-05
139,13,26,21,2017-11-13 12:37:22.347-05,2017-11-13 12:41:53.186-05
579,31,35,4,2017-11-13 12:37:24.183-05,2017-11-13 12:41:37.174-05
344,20,29,39,2017-11-13 12:37:23.221-05,2017-11-13 12:41:50.786-05
554,30,21,19,2017-11-13 12:37:24.086-05,2017-11-13 12:41:37.075-05
664,34,25,39,2017-11-13 12:37:24.529-05,2017-11-13 12:41:42.465-05
564,30,27,34,2017-11-13 12:37:24.122-05,2017-11-13 12:41:56.614-05
514,29,24,3,2017-11-13 12:37:23.921-05,2017-11-13 12:41:56.465-05
164,14,29,6,2017-11-13 12:37:22.456-05,2017-11-13 12:41:45.234-05
499,28,22,33,2017-11-13 12:37:23.859-05,2017-11-13 12:41:28.161-05
364,21,29,22,2017-11-13 12:37:23.313-05,2017-11-13 12:41:53.723-05
599,31,33,38,2017-11-13 12:37:24.267-05,2017-11-13 12:41:54.267-05
674,35,19,3,2017-11-13 12:37:24.567-05,2017-11-13 12:41:14.696-05
704,35,27,50,2017-11-13 12:37:24.696-05,2017-11-13 12:41:48.637-05
144,13,25,29,2017-11-13 12:37:22.371-05,2017-11-13 12:41:50.27-05
754,38,31,30,2017-11-13 12:37:24.909-05,2017-11-13 12:41:48.745-05
669,34,31,46,2017-11-13 12:37:24.548-05,2017-11-13 12:41:56.832-05
619,33,34,20,2017-11-13 12:37:24.359-05,2017-11-13 12:41:54.329-05
339,20,34,33,2017-11-13 12:37:23.191-05,2017-11-13 12:41:53.66-05
224,15,24,50,2017-11-13 12:37:22.723-05,2017-11-13 12:41:47.878-05
299,19,24,21,2017-11-13 12:37:23.028-05,2017-11-13 12:41:53.55-05
584,31,29,16,2017-11-13 12:37:24.203-05,2017-11-13 12:41:56.65-05
384,21,27,50,2017-11-13 12:37:23.393-05,2017-11-13 12:41:53.767-05
219,15,27,43,2017-11-13 12:37:22.704-05,2017-11-13 12:41:55.992-05
409,22,27,40,2017-11-13 12:37:23.508-05,2017-11-13 12:41:56.115-05
744,38,29,16,2017-11-13 12:37:24.87-05,2017-11-13 12:41:54.425-05
379,21,24,43,2017-11-13 12:37:23.372-05,2017-11-13 12:41:25.386-05
284,17,28,44,2017-11-13 12:37:22.97-05,2017-11-13 12:41:53.405-05
399,22,24,28,2017-11-13 12:37:23.465-05,2017-11-13 12:41:27.913-05
549,30,23,13,2017-11-13 12:37:24.067-05,2017-11-13 12:41:42.022-05
699,35,24,43,2017-11-13 12:37:24.673-05,2017-11-13 12:41:48.63-05
764,38,24,44,2017-11-13 12:37:24.946-05,2017-11-13 12:41:54.467-05
374,21,28,37,2017-11-13 12:37:23.35-05,2017-11-13 12:41:50.864-05
229,16,31,13,2017-11-13 12:37:22.742-05,2017-11-13 12:41:53.276-05
419,23,26,4,2017-11-13 12:37:23.546-05,2017-11-13 12:41:50.976-05
734,37,26,47,2017-11-13 12:37:24.832-05,2017-11-13 12:41:48.703-05
589,31,34,22,2017-11-13 12:37:24.223-05,2017-11-13 12:41:56.655-05
799,39,27,49,2017-11-13 12:37:25.082-05,2017-11-13 12:41:46.454-05
654,34,22,23,2017-11-13 12:37:24.492-05,2017-11-13 12:41:42.434-05
569,30,35,40,2017-11-13 12:37:24.141-05,2017-11-13 12:41:56.625-05
309,19,20,35,2017-11-13 12:37:23.065-05,2017-11-13 12:41:45.768-05
729,37,25,40,2017-11-13 12:37:24.807-05,2017-11-13 12:41:57.001-05
159,13,23,49,2017-11-13 12:37:22.43-05,2017-11-13 12:41:53.245-05
539,29,29,43,2017-11-13 12:37:24.029-05,2017-11-13 12:41:56.539-05
314,19,23,41,2017-11-13 12:37:23.093-05,2017-11-13 12:41:53.584-05
289,19,26,2,2017-11-13 12:37:22.99-05,2017-11-13 12:41:36.43-05
684,35,30,21,2017-11-13 12:37:24.606-05,2017-11-13 12:41:34.111-05
474,26,22,41,2017-11-13 12:37:23.763-05,2017-11-13 12:41:54.092-05
629,33,25,35,2017-11-13 12:37:24.397-05,2017-11-13 12:41:33.996-05
634,33,27,41,2017-11-13 12:37:24.416-05,2017-11-13 12:41:54.361-05
444,23,25,44,2017-11-13 12:37:23.644-05,2017-11-13 12:41:51.049-05
689,35,26,29,2017-11-13 12:37:24.628-05,2017-11-13 12:41:48.599-05
149,13,27,35,2017-11-13 12:37:22.39-05,2017-11-13 12:41:45.17-05
724,37,24,33,2017-11-13 12:37:24.781-05,2017-11-13 12:41:51.407-05
174,14,27,26,2017-11-13 12:37:22.498-05,2017-11-13 12:41:47.758-05
479,26,30,49,2017-11-13 12:37:23.784-05,2017-11-13 12:41:54.112-05
184,14,27,39,2017-11-13 12:37:22.541-05,2017-11-13 12:41:50.357-05
812,40,27,22,2017-11-13 12:37:25.142-05,2017-11-13 12:41:57.064-05
639,33,27,49,2017-11-13 12:37:24.435-05,2017-11-13 12:41:54.371-05
194,15,24,3,2017-11-13 12:37:22.581-05,2017-11-13 12:41:55.935-05
204,15,32,22,2017-11-13 12:37:22.629-05,2017-11-13 12:41:55.948-05
199,15,31,16,2017-11-13 12:37:22.606-05,2017-11-13 12:41:55.948-05
494,28,22,23,2017-11-13 12:37:23.838-05,2017-11-13 12:41:36.837-05
535,29,29,38,2017-11-13 12:37:24.018-05,2017-11-13 12:41:51.183-05
791,39,20,37,2017-11-13 12:37:25.05-05,2017-11-13 12:41:51.609-05
630,33,24,37,2017-11-13 12:37:24.405-05,2017-11-13 12:41:51.258-05
781,39,27,22,2017-11-13 12:37:25.009-05,2017-11-13 12:41:51.58-05
600,31,24,39,2017-11-13 12:37:24.276-05,2017-11-13 12:41:42.163-05
730,37,21,41,2017-11-13 12:37:24.815-05,2017-11-13 12:41:48.691-05
705,37,24,2,2017-11-13 12:37:24.705-05,2017-11-13 12:41:48.644-05
650,34,26,19,2017-11-13 12:37:24.48-05,2017-11-13 12:41:34.04-05
796,39,21,44,2017-11-13 12:37:25.07-05,2017-11-13 12:41:51.635-05
635,33,24,43,2017-11-13 12:37:24.423-05,2017-11-13 12:41:28.515-05
670,34,26,47,2017-11-13 12:37:24.554-05,2017-11-13 12:41:48.558-05
150,13,23,37,2017-11-13 12:37:22.397-05,2017-11-13 12:41:50.279-05
250,16,22,41,2017-11-13 12:37:22.823-05,2017-11-13 12:41:53.319-05
580,31,31,6,2017-11-13 12:37:24.191-05,2017-11-13 12:41:56.639-05
215,15,31,38,2017-11-13 12:37:22.687-05,2017-11-13 12:41:50.434-05
300,19,26,22,2017-11-13 12:37:23.031-05,2017-11-13 12:41:53.561-05
375,21,33,38,2017-11-13 12:37:23.357-05,2017-11-13 12:41:53.751-05
140,13,24,23,2017-11-13 12:37:22.356-05,2017-11-13 12:41:50.264-05
485,28,22,13,2017-11-13 12:37:23.809-05,2017-11-13 12:41:28.12-05
240,16,35,29,2017-11-13 12:37:22.784-05,2017-11-13 12:41:56.027-05
460,26,31,21,2017-11-13 12:37:23.714-05,2017-11-13 12:41:54.072-05
480,26,26,50,2017-11-13 12:37:23.79-05,2017-11-13 12:41:54.112-05
430,23,27,26,2017-11-13 12:37:23.591-05,2017-11-13 12:41:41.636-05
585,31,33,17,2017-11-13 12:37:24.211-05,2017-11-13 12:41:54.235-05
816,40,27,28,2017-11-13 12:37:25.155-05,2017-11-13 12:41:48.815-05
475,26,28,43,2017-11-13 12:37:23.77-05,2017-11-13 12:41:56.325-05
390,22,28,14,2017-11-13 12:37:23.417-05,2017-11-13 12:41:50.914-05
380,21,19,44,2017-11-13 12:37:23.38-05,2017-11-13 12:41:53.756-05
645,34,27,13,2017-11-13 12:37:24.462-05,2017-11-13 12:41:42.42-05
540,29,22,44,2017-11-13 12:37:24.037-05,2017-11-13 12:41:51.195-05
435,23,25,33,2017-11-13 12:37:23.609-05,2017-11-13 12:41:51.026-05
680,35,33,16,2017-11-13 12:37:24.594-05,2017-11-13 12:41:46.171-05
675,35,29,4,2017-11-13 12:37:24.575-05,2017-11-13 12:41:34.079-05
190,14,29,47,2017-11-13 12:37:22.564-05,2017-11-13 12:41:47.793-05
155,13,22,43,2017-11-13 12:37:22.414-05,2017-11-13 12:41:27.477-05
200,15,30,17,2017-11-13 12:37:22.608-05,2017-11-13 12:41:50.399-05
275,17,28,33,2017-11-13 12:37:22.933-05,2017-11-13 12:41:53.399-05
570,30,23,41,2017-11-13 12:37:24.149-05,2017-11-13 12:41:48.408-05
725,37,25,34,2017-11-13 12:37:24.79-05,2017-11-13 12:41:56.993-05
500,28,25,34,2017-11-13 12:37:23.865-05,2017-11-13 12:41:48.244-05
315,19,18,43,2017-11-13 12:37:23.095-05,2017-11-13 12:41:27.856-05
560,30,19,28,2017-11-13 12:37:24.11-05,2017-11-13 12:41:48.389-05
290,19,24,3,2017-11-13 12:37:22.993-05,2017-11-13 12:41:53.518-05
445,23,26,46,2017-11-13 12:37:23.652-05,2017-11-13 12:41:51.055-05
665,34,32,40,2017-11-13 12:37:24.535-05,2017-11-13 12:41:56.827-05
746,38,25,19,2017-11-13 12:37:24.878-05,2017-11-13 12:41:54.437-05
530,29,34,31,2017-11-13 12:37:24-05,2017-11-13 12:41:56.51-05
420,23,24,6,2017-11-13 12:37:23.552-05,2017-11-13 12:41:36.556-05
505,28,27,40,2017-11-13 12:37:23.884-05,2017-11-13 12:41:48.259-05
806,40,34,14,2017-11-13 12:37:25.113-05,2017-11-13 12:41:48.801-05
595,31,32,33,2017-11-13 12:37:24.252-05,2017-11-13 12:41:54.267-05
776,39,26,16,2017-11-13 12:37:24.991-05,2017-11-13 12:41:51.553-05
465,26,26,30,2017-11-13 12:37:23.732-05,2017-11-13 12:41:56.306-05
330,20,23,19,2017-11-13 12:37:23.156-05,2017-11-13 12:41:53.635-05
640,33,22,50,2017-11-13 12:37:24.44-05,2017-11-13 12:41:54.384-05
575,30,27,49,2017-11-13 12:37:24.171-05,2017-11-13 12:41:42.091-05
625,33,31,29,2017-11-13 12:37:24.386-05,2017-11-13 12:41:51.258-05
170,14,29,20,2017-11-13 12:37:22.48-05,2017-11-13 12:41:50.33-05
590,31,29,23,2017-11-13 12:37:24.231-05,2017-11-13 12:41:42.134-05
285,17,33,46,2017-11-13 12:37:22.973-05,2017-11-13 12:41:50.62-05
350,20,25,47,2017-11-13 12:37:23.253-05,2017-11-13 12:41:53.674-05
385,22,28,2,2017-11-13 12:37:23.399-05,2017-11-13 12:41:27.872-05
545,30,21,2,2017-11-13 12:37:24.056-05,2017-11-13 12:41:48.354-05
525,29,26,22,2017-11-13 12:37:23.972-05,2017-11-13 12:41:56.486-05
620,33,31,21,2017-11-13 12:37:24.367-05,2017-11-13 12:41:54.336-05
715,37,25,20,2017-11-13 12:37:24.748-05,2017-11-13 12:41:51.386-05
735,37,25,49,2017-11-13 12:37:24.839-05,2017-11-13 12:41:25.826-05
756,38,32,33,2017-11-13 12:37:24.917-05,2017-11-13 12:41:54.461-05
811,40,33,20,2017-11-13 12:37:25.133-05,2017-11-13 12:41:25.983-05
720,37,20,28,2017-11-13 12:37:24.77-05,2017-11-13 12:41:48.672-05
801,40,29,2,2017-11-13 12:37:25.09-05,2017-11-13 12:41:48.79-05
185,14,34,40,2017-11-13 12:37:22.546-05,2017-11-13 12:41:47.779-05
270,17,30,26,2017-11-13 12:37:22.912-05,2017-11-13 12:41:53.389-05
710,37,28,14,2017-11-13 12:37:24.725-05,2017-11-13 12:41:51.373-05
690,35,32,30,2017-11-13 12:37:24.637-05,2017-11-13 12:41:48.61-05
365,21,22,23,2017-11-13 12:37:23.321-05,2017-11-13 12:41:50.849-05
345,20,33,40,2017-11-13 12:37:23.233-05,2017-11-13 12:41:25.319-05
410,22,22,41,2017-11-13 12:37:23.516-05,2017-11-13 12:41:53.841-05
260,17,30,6,2017-11-13 12:37:22.862-05,2017-11-13 12:41:53.345-05
470,26,23,37,2017-11-13 12:37:23.751-05,2017-11-13 12:41:56.318-05
360,21,31,16,2017-11-13 12:37:23.302-05,2017-11-13 12:41:53.71-05
425,23,24,17,2017-11-13 12:37:23.572-05,2017-11-13 12:41:51.011-05
325,20,26,13,2017-11-13 12:37:23.135-05,2017-11-13 12:41:53.625-05
605,31,30,46,2017-11-13 12:37:24.3-05,2017-11-13 12:41:56.698-05
415,22,29,49,2017-11-13 12:37:23.534-05,2017-11-13 12:41:53.85-05
741,38,30,13,2017-11-13 12:37:24.858-05,2017-11-13 12:41:54.42-05
565,30,32,35,2017-11-13 12:37:24.129-05,2017-11-13 12:41:48.396-05
550,30,27,14,2017-11-13 12:37:24.074-05,2017-11-13 12:41:48.367-05
210,15,32,31,2017-11-13 12:37:22.657-05,2017-11-13 12:41:55.97-05
765,38,32,46,2017-11-13 12:37:24.954-05,2017-11-13 12:41:51.513-05
786,39,25,30,2017-11-13 12:37:25.029-05,2017-11-13 12:41:42.738-05
400,22,26,29,2017-11-13 12:37:23.472-05,2017-11-13 12:41:56.083-05
751,38,25,23,2017-11-13 12:37:24.897-05,2017-11-13 12:41:51.475-05
295,19,25,15,2017-11-13 12:37:23.013-05,2017-11-13 12:41:50.651-05
235,16,31,21,2017-11-13 12:37:22.765-05,2017-11-13 12:41:53.295-05
310,19,21,37,2017-11-13 12:37:23.073-05,2017-11-13 12:41:50.697-05
515,29,29,4,2017-11-13 12:37:23.928-05,2017-11-13 12:41:51.135-05
255,16,27,49,2017-11-13 12:37:22.842-05,2017-11-13 12:41:53.33-05
145,13,23,30,2017-11-13 12:37:22.376-05,2017-11-13 12:41:40.906-05
615,33,29,15,2017-11-13 12:37:24.348-05,2017-11-13 12:41:51.224-05
520,29,35,16,2017-11-13 12:37:23.949-05,2017-11-13 12:41:56.482-05
700,35,25,44,2017-11-13 12:37:24.681-05,2017-11-13 12:41:31.719-05
165,14,26,13,2017-11-13 12:37:22.46-05,2017-11-13 12:41:50.316-05
305,19,21,30,2017-11-13 12:37:23.05-05,2017-11-13 12:41:36.481-05
405,22,28,35,2017-11-13 12:37:23.49-05,2017-11-13 12:41:45.914-05
771,39,20,3,2017-11-13 12:37:24.971-05,2017-11-13 12:41:51.523-05
370,21,26,31,2017-11-13 12:37:23.339-05,2017-11-13 12:41:53.74-05
440,23,17,39,2017-11-13 12:37:23.628-05,2017-11-13 12:41:51.041-05
335,20,21,28,2017-11-13 12:37:23.175-05,2017-11-13 12:41:25.297-05
655,34,28,26,2017-11-13 12:37:24.498-05,2017-11-13 12:41:56.801-05
280,17,29,39,2017-11-13 12:37:22.955-05,2017-11-13 12:41:50.603-05
510,28,20,47,2017-11-13 12:37:23.91-05,2017-11-13 12:41:48.273-05
450,26,24,3,2017-11-13 12:37:23.67-05,2017-11-13 12:41:56.254-05
230,16,31,14,2017-11-13 12:37:22.745-05,2017-11-13 12:41:50.471-05
490,28,19,19,2017-11-13 12:37:23.826-05,2017-11-13 12:41:36.836-05
610,33,23,3,2017-11-13 12:37:24.328-05,2017-11-13 12:41:54.294-05
495,28,24,26,2017-11-13 12:37:23.845-05,2017-11-13 12:41:48.23-05
175,14,26,28,2017-11-13 12:37:22.503-05,2017-11-13 12:41:47.758-05
660,34,22,33,2017-11-13 12:37:24.517-05,2017-11-13 12:41:42.458-05
395,22,30,20,2017-11-13 12:37:23.453-05,2017-11-13 12:41:53.812-05
695,35,31,38,2017-11-13 12:37:24.659-05,2017-11-13 12:41:48.616-05
2397,42,28,19,2017-11-13 12:37:54.235-05,2017-11-13 12:41:51.695-05
225,16,26,2,2017-11-13 12:37:22.726-05,2017-11-13 12:41:36.162-05
265,17,26,19,2017-11-13 12:37:22.893-05,2017-11-13 12:41:53.368-05
548,30,22,6,2017-11-13 12:37:24.064-05,2017-11-13 12:41:56.549-05
191,14,28,49,2017-11-13 12:37:22.571-05,2017-11-13 12:41:45.33-05
718,37,23,23,2017-11-13 12:37:24.759-05,2017-11-13 12:41:51.4-05
2399,45,21,50,2017-11-13 12:37:54.372-05,2017-11-13 12:41:49.148-05
633,33,29,40,2017-11-13 12:37:24.413-05,2017-11-13 12:41:42.37-05
2400,50,21,45,2017-11-13 12:37:54.617-05,2017-11-13 12:41:49.379-05
623,33,26,26,2017-11-13 12:37:24.375-05,2017-11-13 12:41:54.346-05
553,30,25,17,2017-11-13 12:37:24.083-05,2017-11-13 12:41:48.375-05
728,37,20,39,2017-11-13 12:37:24.8-05,2017-11-13 12:41:51.413-05
698,35,20,41,2017-11-13 12:37:24.67-05,2017-11-13 12:41:48.624-05
792,39,28,38,2017-11-13 12:37:25.057-05,2017-11-13 12:41:51.617-05
166,14,31,15,2017-11-13 12:37:22.466-05,2017-11-13 12:41:50.316-05
216,15,33,40,2017-11-13 12:37:22.694-05,2017-11-13 12:41:55.984-05
673,35,27,2,2017-11-13 12:37:24.565-05,2017-11-13 12:41:48.572-05
458,26,22,19,2017-11-13 12:37:23.704-05,2017-11-13 12:41:54.063-05
768,38,29,50,2017-11-13 12:37:24.958-05,2017-11-13 12:41:54.483-05
503,28,23,38,2017-11-13 12:37:23.875-05,2017-11-13 12:41:48.253-05
573,30,31,46,2017-11-13 12:37:24.16-05,2017-11-13 12:41:56.63-05
388,22,28,6,2017-11-13 12:37:23.408-05,2017-11-13 12:41:56.061-05
413,22,30,46,2017-11-13 12:37:23.526-05,2017-11-13 12:41:56.124-05
403,22,30,33,2017-11-13 12:37:23.482-05,2017-11-13 12:41:53.836-05
443,23,17,43,2017-11-13 12:37:23.642-05,2017-11-13 12:41:21.777-05
693,35,28,34,2017-11-13 12:37:24.649-05,2017-11-13 12:41:48.61-05
286,17,32,47,2017-11-13 12:37:22.98-05,2017-11-13 12:41:53.413-05
338,20,27,31,2017-11-13 12:37:23.185-05,2017-11-13 12:41:53.66-05
738,38,20,3,2017-11-13 12:37:24.847-05,2017-11-13 12:41:54.389-05
373,21,30,35,2017-11-13 12:37:23.347-05,2017-11-13 12:41:33.631-05
236,16,23,23,2017-11-13 12:37:22.771-05,2017-11-13 12:41:50.495-05
533,29,26,35,2017-11-13 12:37:24.008-05,2017-11-13 12:41:48.322-05
292,19,30,4,2017-11-13 12:37:22.999-05,2017-11-13 12:41:50.628-05
748,38,33,21,2017-11-13 12:37:24.887-05,2017-11-13 12:41:54.442-05
488,28,27,16,2017-11-13 12:37:23.818-05,2017-11-13 12:41:36.826-05
708,37,22,6,2017-11-13 12:37:24.716-05,2017-11-13 12:41:56.924-05
448,23,23,50,2017-11-13 12:37:23.662-05,2017-11-13 12:41:41.678-05
598,31,25,37,2017-11-13 12:37:24.263-05,2017-11-13 12:41:56.687-05
807,40,33,15,2017-11-13 12:37:25.121-05,2017-11-13 12:41:57.052-05
688,35,23,28,2017-11-13 12:37:24.626-05,2017-11-13 12:41:48.599-05
538,29,23,41,2017-11-13 12:37:24.026-05,2017-11-13 12:41:48.328-05
543,29,26,49,2017-11-13 12:37:24.046-05,2017-11-13 12:41:37.004-05
301,19,22,26,2017-11-13 12:37:23.037-05,2017-11-13 12:41:53.57-05
383,21,32,49,2017-11-13 12:37:23.391-05,2017-11-13 12:41:53.767-05
358,21,29,14,2017-11-13 12:37:23.284-05,2017-11-13 12:41:50.829-05
493,28,24,22,2017-11-13 12:37:23.836-05,2017-11-13 12:41:28.146-05
818,40,35,30,2017-11-13 12:37:25.166-05,2017-11-13 12:41:57.121-05
227,16,34,4,2017-11-13 12:37:22.732-05,2017-11-13 12:41:50.457-05
